,Platform,Year,Genre,Global_Sales
6839,3DS,2015,Role-Playing,0.24
12142,X360,2015,Sports,0.07
12161,PS4,2015,Adventure,0.07
12076,PS4,2015,Action,0.07
12164,3DS,2015,Action,0.07
6724,PS3,2015,Action,0.25
6710,3DS,2015,Role-Playing,0.25
6701,XOne,2015,Role-Playing,0.25
6693,PS4,2015,Fighting,0.25
12197,PS4,2015,Role-Playing,0.07
12447,PS4,2015,Role-Playing,0.06
6325,PS4,2015,Role-Playing,0.27
5891,PS4,2015,Action,0.3
11997,PS3,2015,Racing,0.07
12679,PSV,2015,Adventure,0.06
11871,PS3,2015,Sports,0.07
12689,PS4,2015,Action,0.06
12692,PS4,2015,Adventure,0.06
6049,PS3,2015,Action,0.29
12726,PS4,2015,Sports,0.06
12729,PS4,2015,Action,0.06
12736,PS3,2015,Action,0.06
11865,X360,2015,Action,0.07
12782,PS4,2015,Sports,0.06
7161,XOne,2015,Role-Playing,0.22
12798,PS3,2015,Sports,0.06
12800,PS4,2015,Sports,0.06
12802,PS4,2015,Role-Playing,0.06
12821,WiiU,2015,Action,0.05
7124,PSV,2015,Action,0.23
11896,PSV,2015,Role-Playing,0.07
12638,PS3,2015,Adventure,0.06
6977,3DS,2015,Action,0.23
6291,PS4,2015,Role-Playing,0.27
12519,XOne,2015,Action,0.06
6259,PS4,2015,Action,0.28
11993,PSV,2015,Action,0.07
12545,XOne,2015,Action,0.06
12560,PSV,2015,Role-Playing,0.06
12573,PSV,2015,Role-Playing,0.06
7050,PC,2015,Shooter,0.23
6987,PC,2015,Strategy,0.23
7007,PS4,2015,Role-Playing,0.23
7019,XOne,2015,Action,0.23
7048,XOne,2015,Racing,0.23
12597,3DS,2015,Action,0.06
6175,PS3,2015,Misc,0.28
5139,PS4,2015,Action,0.37
13402,PSV,2015,Racing,0.05
14461,PSV,2015,Adventure,0.03
14080,PSV,2015,Sports,0.04
8134,PC,2015,Sports,0.18
4077,PS3,2015,Shooter,0.49
14108,3DS,2015,Misc,0.03
4026,PS3,2015,Action,0.49
11148,PS3,2015,Action,0.09
14145,PSV,2015,Role-Playing,0.03
14150,3DS,2015,Platform,0.03
3969,X360,2015,Sports,0.5
14171,PSV,2015,Role-Playing,0.03
3942,XOne,2015,Misc,0.51
14175,PSV,2015,Action,0.03
3933,PS4,2015,Action,0.51
3922,WiiU,2015,Action,0.51
14196,X360,2015,Adventure,0.03
8232,PS4,2015,Adventure,0.17
14083,PS4,2015,Action,0.04
11155,X360,2015,Action,0.09
5107,XOne,2015,Action,0.37
4125,WiiU,2015,Action,0.48
4283,X360,2015,Action,0.46
4277,XOne,2015,Action,0.46
4273,PS3,2015,Simulation,0.46
11183,PS4,2015,Action,0.09
13970,PSV,2015,Sports,0.04
8104,WiiU,2015,Misc,0.18
13985,PS3,2015,Action,0.04
13993,PS3,2015,Sports,0.04
11171,X360,2015,Platform,0.09
4200,XOne,2015,Sports,0.47
14024,PSV,2015,Role-Playing,0.04
4184,PS3,2015,Action,0.47
14044,3DS,2015,Action,0.04
4150,3DS,2015,Role-Playing,0.47
14053,3DS,2015,Strategy,0.04
3888,PC,2015,Strategy,0.51
14227,PS4,2015,Fighting,0.03
8259,PS4,2015,Action,0.17
14244,PS3,2015,Action,0.03
14379,3DS,2015,Role-Playing,0.03
14382,PSV,2015,Action,0.03
10992,3DS,2015,Action,0.09
8377,PS4,2015,Racing,0.17
3628,PS3,2015,Fighting,0.55
14394,PSV,2015,Platform,0.03
14410,XOne,2015,Racing,0.03
3593,3DS,2015,Role-Playing,0.56
8391,PSV,2015,Role-Playing,0.17
14432,PSV,2015,Adventure,0.03
14437,PSV,2015,Action,0.03
14438,PSV,2015,Action,0.03
14439,PC,2015,Action,0.03
10961,X360,2015,Action,0.09
3558,X360,2015,Action,0.56
8354,PS4,2015,Sports,0.17
14374,PS3,2015,Fighting,0.03
14359,3DS,2015,Action,0.03
3755,PC,2015,Shooter,0.54
14248,PS3,2015,Action,0.03
14268,WiiU,2015,Misc,0.03
3785,WiiU,2015,Platform,0.53
11075,PS4,2015,Action,0.09
3778,WiiU,2015,Action,0.53
14291,3DS,2015,Role-Playing,0.03
14319,Wii,2015,Action,0.03
14358,PSV,2015,Action,0.03
3711,PS4,2015,Action,0.54
3710,XOne,2015,Adventure,0.54
3707,PS3,2015,Action,0.54
14336,PS3,2015,Role-Playing,0.03
12103,PS4,2015,Strategy,0.07
14350,PSV,2015,Action,0.03
13954,3DS,2015,Action,0.04
4287,PSV,2015,Role-Playing,0.46
4299,3DS,2015,Puzzle,0.46
4657,WiiU,2015,Misc,0.42
4872,X360,2015,Adventure,0.4
13554,3DS,2015,Action,0.04
13566,PC,2015,Sports,0.04
7729,PS4,2015,Shooter,0.2
7768,PC,2015,Simulation,0.19
4769,XOne,2015,Shooter,0.41
7782,3DS,2015,Action,0.19
11382,PS4,2015,Action,0.08
4717,PSV,2015,Action,0.41
4704,X360,2015,Simulation,0.41
13649,PS3,2015,Fighting,0.04
4698,PS3,2015,Shooter,0.41
7832,XOne,2015,Simulation,0.19
13653,3DS,2015,Action,0.04
13676,PS4,2015,Fighting,0.04
4884,PS3,2015,Action,0.39
11464,PC,2015,Action,0.08
905,PS4,2015,Shooter,1.91
5002,X360,2015,Shooter,0.38
11552,WiiU,2015,Action,0.08
13411,PS3,2015,Action,0.05
13414,PS3,2015,Role-Playing,0.05
11540,PSV,2015,Action,0.08
7607,XOne,2015,Action,0.2
5024,PS4,2015,Role-Playing,0.38
4996,PSV,2015,Role-Playing,0.38
11473,PSP,2015,Action,0.08
13473,PSV,2015,Role-Playing,0.04
13475,PSV,2015,Action,0.04
4975,PS4,2015,Action,0.38
13484,PSV,2015,Role-Playing,0.04
7632,PS4,2015,Sports,0.2
11482,PS4,2015,Role-Playing,0.08
11361,PS3,2015,Racing,0.08
4628,PS4,2015,Action,0.42
4307,PSV,2015,Misc,0.46
7866,3DS,2015,Action,0.19
4400,WiiU,2015,Sports,0.45
13879,X360,2015,Action,0.04
8027,PC,2015,Shooter,0.18
11212,PC,2015,Strategy,0.09
13887,3DS,2015,Action,0.04
13910,PC,2015,Action,0.04
4361,PS4,2015,Action,0.45
13916,PC,2015,Strategy,0.04
13918,3DS,2015,Action,0.04
4352,PS3,2015,Sports,0.45
8075,PC,2015,Action,0.18
13923,XOne,2015,Sports,0.04
13930,PC,2015,Simulation,0.04
13931,3DS,2015,Adventure,0.04
13936,PSV,2015,Misc,0.04
11241,XOne,2015,Sports,0.09
11252,3DS,2015,Action,0.08
13867,3DS,2015,Puzzle,0.04
13838,PSV,2015,Action,0.04
11327,3DS,2015,Adventure,0.08
4510,XOne,2015,Misc,0.43
7899,PSV,2015,Action,0.19
13830,PS3,2015,Action,0.04
13832,PS3,2015,Action,0.04
13836,PC,2015,Simulation,0.04
11305,XOne,2015,Fighting,0.08
13864,PSV,2015,Role-Playing,0.04
11297,PS4,2015,Action,0.08
13854,PS4,2015,Role-Playing,0.04
7940,PSV,2015,Action,0.19
13858,XOne,2015,Adventure,0.04
4420,WiiU,2015,Action,0.44
4417,X360,2015,Action,0.44
16072,3DS,2015,Simulation,0.01
4928,PS3,2015,Sports,0.39
235,WiiU,2015,Shooter,4.57
650,PS4,2015,Racing,2.39
16477,PSV,2015,Action,0.01
553,PS4,2015,Fighting,2.7
16104,WiiU,2015,Action,0.01
16471,X360,2015,Racing,0.01
243,PS4,2015,Action,4.47
16460,3DS,2015,Action,0.01
16459,PC,2015,Sports,0.01
16456,WiiU,2015,Misc,0.01
645,XOne,2015,Sports,2.4
260,XOne,2015,Shooter,4.26
16452,XOne,2015,Action,0.01
287,XOne,2015,Role-Playing,4.09
16266,PSV,2015,Adventure,0.01
33,PS4,2015,Shooter,14.24
16200,PSV,2015,Action,0.01
16274,PC,2015,Action,0.01
314,PS4,2015,Sports,3.85
322,PS4,2015,Action,3.79
699,3DS,2015,Action,2.28
16357,WiiU,2015,Puzzle,0.01
429,WiiU,2015,Platform,3.18
331,PS4,2015,Role-Playing,3.73
16416,PS3,2015,Adventure,0.01
660,PS4,2015,Action,2.38
16565,PSV,2015,Platform,0.01
16106,PS3,2015,Action,0.01
467,XOne,2015,Shooter,3.0
16234,XOne,2015,Adventure,0.01
16548,PSV,2015,Action,0.01
16119,PSV,2015,Adventure,0.01
101,XOne,2015,Shooter,7.3
16296,WiiU,2015,Action,0.01
16542,3DS,2015,Misc,0.01
16298,PS3,2015,Fighting,0.01
109,PS4,2015,Role-Playing,6.96
77,PS4,2015,Sports,8.49
16303,PSV,2015,Action,0.01
16528,3DS,2015,Adventure,0.01
513,PS3,2015,Sports,2.85
16311,PSV,2015,Strategy,0.01
797,PS4,2015,Shooter,2.09
16139,PSV,2015,Action,0.01
16146,PSV,2015,Action,0.01
16324,PSV,2015,Action,0.01
16326,WiiU,2015,Role-Playing,0.01
16499,PSV,2015,Action,0.01
16109,PC,2015,Action,0.01
758,PS4,2015,Shooter,2.15
476,3DS,2015,Simulation,2.98
16286,PC,2015,Strategy,0.01
16333,PS4,2015,Adventure,0.01
16391,X360,2015,Sports,0.01
92,PS4,2015,Shooter,7.67
378,XOne,2015,Shooter,3.49
16363,PC,2015,Action,0.01
414,3DS,2015,Action,3.26
418,PS4,2015,Sports,3.22
681,XOne,2015,Sports,2.32
16361,PC,2015,Strategy,0.01
680,3DS,2015,Action,2.32
416,XOne,2015,Sports,3.23
16075,PSV,2015,Action,0.01
409,PS4,2015,Action,3.28
395,PS4,2015,Action,3.38
7682,PC,2014,Role-Playing,0.2
478,PC,2014,Simulation,2.97
7858,PSV,2014,Role-Playing,0.19
1836,XOne,2014,Shooter,1.11
4505,PS4,2014,Racing,0.43
168,PS3,2014,Misc,5.42
15432,3DS,2014,Action,0.02
4515,PS4,2014,Action,0.43
4549,XOne,2014,Action,0.43
15422,PS3,2014,Adventure,0.02
11452,3DS,2014,Adventure,0.08
7747,PS4,2014,Role-Playing,0.19
16505,XOne,2014,Misc,0.01
7658,X360,2014,Adventure,0.2
14615,PSV,2014,Adventure,0.03
11430,3DS,2014,Action,0.08
3287,PS4,2014,Shooter,0.61
7686,XOne,2014,Action,0.2
13779,PS4,2014,Strategy,0.04
15413,PSP,2014,Adventure,0.02
15450,DS,2014,Action,0.02
1824,X360,2014,Action,1.12
11273,PS3,2014,Action,0.08
8025,PS4,2014,Action,0.18
11236,WiiU,2014,Misc,0.09
8009,PS4,2014,Racing,0.18
1760,X360,2014,Shooter,1.16
154,PS4,2014,Shooter,5.65
5362,XOne,2014,Action,0.34
16317,3DS,2014,Adventure,0.01
7982,PSV,2014,Role-Playing,0.19
7975,XOne,2014,Misc,0.19
11264,PSV,2014,Role-Playing,0.08
11265,PS4,2014,Action,0.08
11283,X360,2014,Racing,0.08
13770,XOne,2014,Action,0.04
494,XOne,2014,Shooter,2.9
7938,PS4,2014,Misc,0.19
2920,WiiU,2014,Action,0.7
7914,PSV,2014,Role-Playing,0.19
11300,X360,2014,Role-Playing,0.08
16322,PSV,2014,Adventure,0.01
1808,PS4,2014,Sports,1.13
1812,PS4,2014,Shooter,1.13
2987,PS4,2014,Action,0.68
5409,XOne,2014,Platform,0.34
13825,PC,2014,Action,0.04
13771,3DS,2014,Adventure,0.04
4562,PS4,2014,Action,0.43
11488,X360,2014,Fighting,0.08
2051,PS3,2014,Action,1.01
2990,PS4,2014,Shooter,0.68
15331,PS3,2014,Role-Playing,0.02
2038,PS3,2014,Action,1.02
2041,WiiU,2014,Action,1.01
14778,PC,2014,Racing,0.03
11682,3DS,2014,Action,0.08
4630,XOne,2014,Action,0.42
7387,3DS,2014,Action,0.21
7384,PS4,2014,Action,0.21
11701,PSV,2014,Role-Playing,0.08
197,XOne,2014,Action,5.08
2053,PS4,2014,Platform,1.01
15393,PSV,2014,Role-Playing,0.02
7368,PS3,2014,Racing,0.21
7339,XOne,2014,Action,0.21
2901,PS3,2014,Sports,0.71
16169,PSV,2014,Adventure,0.01
203,WiiU,2014,Fighting,5.02
7311,XOne,2014,Role-Playing,0.22
11757,3DS,2014,Role-Playing,0.07
471,PS4,2014,Action,2.99
661,PS4,2014,Sports,2.38
3219,XOne,2014,Racing,0.63
2116,PS3,2014,Role-Playing,0.98
7452,PSV,2014,Action,0.21
7453,PSV,2014,Platform,0.21
3247,PC,2014,Shooter,0.62
760,XOne,2014,Sports,2.15
14582,3DS,2014,Misc,0.03
3273,PS4,2014,Misc,0.62
16500,PSP,2014,Adventure,0.01
11523,PS3,2014,Role-Playing,0.08
11527,XOne,2014,Adventure,0.08
14827,WiiU,2014,Action,0.03
13759,PS4,2014,Action,0.04
3265,PS3,2014,Action,0.62
1964,X360,2014,Action,1.05
1967,Wii,2014,Action,1.05
16161,PSV,2014,Platform,0.01
11566,X360,2014,Action,0.08
7538,PS3,2014,Role-Playing,0.2
11574,PS3,2014,Adventure,0.08
7509,XOne,2014,Sports,0.2
15350,WiiU,2014,Shooter,0.02
193,XOne,2014,Shooter,5.13
14830,PSV,2014,Misc,0.03
7494,PS4,2014,Adventure,0.21
3251,PS3,2014,Sports,0.62
11600,PS4,2014,Sports,0.08
2012,PS4,2014,Sports,1.04
14816,3DS,2014,Strategy,0.03
16250,PS3,2014,Platform,0.01
8041,XOne,2014,Misc,0.18
8572,XOne,2014,Action,0.16
1485,PS3,2014,Role-Playing,1.32
1487,PS3,2014,Role-Playing,1.32
1488,X360,2014,Action,1.32
8632,PS3,2014,Fighting,0.16
15689,PSV,2014,Adventure,0.02
2972,XOne,2014,Shooter,0.68
8598,PC,2014,Racing,0.16
10805,3DS,2014,Action,0.1
10808,PS4,2014,Role-Playing,0.1
10811,3DS,2014,Sports,0.1
4210,X360,2014,Sports,0.47
15664,PS4,2014,Misc,0.02
1482,XOne,2014,Action,1.32
2953,PS3,2014,Action,0.69
14792,PSV,2014,Adventure,0.03
10838,PC,2014,Role-Playing,0.09
1539,X360,2014,Action,1.28
1541,PS4,2014,Action,1.28
8535,X360,2014,Racing,0.16
8527,X360,2014,Sports,0.16
15646,PS3,2014,Sports,0.02
15641,PSV,2014,Adventure,0.02
10864,WiiU,2014,Action,0.09
4244,PC,2014,Shooter,0.46
4173,WiiU,2014,Action,0.47
4168,X360,2014,Sports,0.47
11215,PS3,2014,Action,0.09
538,PS4,2014,Action,2.78
3457,PC,2014,Shooter,0.58
1416,XOne,2014,Racing,1.37
10695,PC,2014,Racing,0.1
93,PS4,2014,Shooter,7.6
1422,PS3,2014,Sports,1.36
8765,PS3,2014,Action,0.15
10697,PSV,2014,Adventure,0.1
3454,XOne,2014,Sports,0.58
1430,3DS,2014,Platform,1.36
8753,X360,2014,Action,0.15
842,X360,2014,Sports,2.02
8747,3DS,2014,Simulation,0.15
8673,PS4,2014,Fighting,0.16
4091,3DS,2014,Sports,0.48
4107,PC,2014,Action,0.48
3446,PS4,2014,Sports,0.58
4122,PC,2014,Simulation,0.48
97,3DS,2014,Fighting,7.45
4135,X360,2014,Role-Playing,0.48
14052,WiiU,2014,Action,0.04
8692,XOne,2014,Adventure,0.16
5287,3DS,2014,Role-Playing,0.35
4163,PS3,2014,Fighting,0.47
836,PS4,2014,Sports,2.03
15639,PC,2014,Action,0.02
108,WiiU,2014,Racing,6.96
410,XOne,2014,Shooter,3.28
13928,PS3,2014,Adventure,0.04
8233,XOne,2014,Misc,0.17
11096,PSP,2014,Sports,0.09
4317,PS4,2014,Adventure,0.45
8224,PSV,2014,Action,0.17
16131,PSP,2014,Misc,0.01
3359,XOne,2014,Action,0.6
11133,PSV,2014,Action,0.09
8158,PSV,2014,Role-Playing,0.18
4333,PC,2014,Action,0.45
1687,WiiU,2014,Puzzle,1.19
8143,PS4,2014,Action,0.18
419,3DS,2014,Role-Playing,3.22
13977,PSV,2014,Role-Playing,0.04
3351,PS4,2014,Action,0.6
15532,WiiU,2014,Action,0.02
8117,PC,2014,Role-Playing,0.18
11178,X360,2014,Action,0.09
16519,PSP,2014,Misc,0.01
8084,PSV,2014,Fighting,0.18
8081,PS3,2014,Fighting,0.18
8074,PSV,2014,Role-Playing,0.18
11203,X360,2014,Action,0.09
4368,3DS,2014,Sports,0.45
13148,X360,2014,Action,0.05
4314,3DS,2014,Action,0.45
11088,X360,2014,Racing,0.09
4309,XOne,2014,Action,0.45
2941,X360,2014,Sports,0.69
1574,WiiU,2014,Action,1.26
10901,3DS,2014,Role-Playing,0.09
8473,PS3,2014,Role-Playing,0.16
10917,PSV,2014,Action,0.09
13967,PSV,2014,Racing,0.04
8447,PS3,2014,Sports,0.17
8443,PC,2014,Role-Playing,0.17
8430,3DS,2014,Action,0.17
8427,3DS,2014,Role-Playing,0.17
4266,XOne,2014,Sports,0.46
124,PS4,2014,Sports,6.59
16302,PSV,2014,Puzzle,0.01
13955,PS3,2014,Role-Playing,0.04
1617,PC,2014,Simulation,1.23
2942,3DS,2014,Action,0.69
13953,XOne,2014,Action,0.04
13952,PSV,2014,Role-Playing,0.04
8328,X360,2014,Action,0.17
3376,PS4,2014,Action,0.6
11035,WiiU,2014,Adventure,0.09
15582,PSV,2014,Racing,0.02
8280,PSV,2014,Action,0.17
15577,PSV,2014,Misc,0.02
2119,X360,2014,Shooter,0.98
11804,X360,2014,Simulation,0.07
11795,3DS,2014,Role-Playing,0.07
12610,PSV,2014,Adventure,0.06
5577,PS3,2014,Fighting,0.32
16430,PSV,2014,Adventure,0.01
6210,PSV,2014,Action,0.28
308,3DS,2014,Role-Playing,3.89
6199,PS3,2014,Misc,0.28
15021,Wii,2014,Action,0.02
12595,X360,2014,Role-Playing,0.06
5058,PS4,2014,Misc,0.38
12607,PSV,2014,Fighting,0.06
12608,3DS,2014,Role-Playing,0.06
2614,3DS,2014,Role-Playing,0.79
12612,3DS,2014,Role-Playing,0.06
304,PS4,2014,Action,3.92
13050,PC,2014,Adventure,0.05
16423,3DS,2014,Adventure,0.01
13426,PSP,2014,Action,0.05
5069,PS3,2014,Fighting,0.38
6118,XOne,2014,Action,0.28
5087,PS3,2014,Shooter,0.37
16204,PSV,2014,Adventure,0.01
12678,WiiU,2014,Action,0.06
2830,PS4,2014,Role-Playing,0.72
6071,PC,2014,Shooter,0.29
13046,X360,2014,Shooter,0.05
12562,Wii,2014,Action,0.06
13445,PSV,2014,Adventure,0.05
4702,X360,2014,Shooter,0.41
439,XOne,2014,Shooter,3.15
12421,3DS,2014,Adventure,0.06
6411,PS3,2014,Adventure,0.27
5556,XOne,2014,Shooter,0.33
13070,PS4,2014,Role-Playing,0.05
6407,3DS,2014,Action,0.27
12440,PS4,2014,Action,0.06
713,PSV,2014,Misc,2.25
6362,XOne,2014,Action,0.27
295,PS4,2014,Shooter,4.03
3098,XOne,2014,Action,0.65
5013,PS3,2014,Sports,0.38
3094,WiiU,2014,Action,0.65
6266,Wii,2014,Adventure,0.27
6334,PS4,2014,Adventure,0.27
6329,PS3,2014,Action,0.27
12474,PS3,2014,Strategy,0.06
12484,3DS,2014,Action,0.06
297,PS4,2014,Misc,4.02
5572,PSV,2014,Action,0.33
16201,X360,2014,Adventure,0.01
2549,PS3,2014,Action,0.81
6298,PC,2014,Action,0.27
12518,PSV,2014,Role-Playing,0.06
12527,X360,2014,Fighting,0.06
12688,PC,2014,Action,0.06
5613,PS4,2014,Action,0.32
13408,PSV,2014,Role-Playing,0.05
13364,PSV,2014,Puzzle,0.05
5876,PS4,2014,Action,0.3
16410,PS3,2014,Fighting,0.01
5150,PC,2014,Strategy,0.37
5840,WiiU,2014,Action,0.3
5827,X360,2014,Shooter,0.3
5826,PS3,2014,Action,0.3
2756,WiiU,2014,Misc,0.75
2757,X360,2014,Shooter,0.75
2758,PS3,2014,Platform,0.75
16406,PC,2014,Action,0.01
3028,PS4,2014,Action,0.67
12918,PSV,2014,Strategy,0.05
14985,PSV,2014,Action,0.02
14911,PSV,2014,Adventure,0.02
5763,3DS,2014,Action,0.31
12940,PS3,2014,Racing,0.05
3018,XOne,2014,Shooter,0.67
5739,XOne,2014,Action,0.31
5726,3DS,2014,Strategy,0.31
13361,PSV,2014,Adventure,0.05
5713,PS3,2014,Shooter,0.31
14760,XOne,2014,Sports,0.03
14763,PS3,2014,Adventure,0.03
2808,PC,2014,Role-Playing,0.73
5877,PSV,2014,Action,0.3
5145,3DS,2014,Misc,0.37
13391,PSV,2014,Action,0.05
12805,PS4,2014,Strategy,0.06
6043,3DS,2014,Action,0.29
2667,PSV,2014,Role-Playing,0.77
698,Wii,2014,Misc,2.28
13407,3DS,2014,Role-Playing,0.05
12711,PSV,2014,Role-Playing,0.06
5616,X360,2014,Shooter,0.32
14974,PS3,2014,Action,0.02
14971,PS4,2014,Role-Playing,0.02
3054,WiiU,2014,Action,0.66
2688,PS3,2014,Shooter,0.76
12751,PS3,2014,Role-Playing,0.06
5976,PS3,2014,Action,0.29
5971,PSV,2014,Action,0.29
2701,PS4,2014,Sports,0.76
5953,X360,2014,Action,0.3
14764,X360,2014,Shooter,0.03
3047,PS3,2014,Shooter,0.67
381,XOne,2014,Action,3.46
5921,PSV,2014,Role-Playing,0.3
14948,PSP,2014,Action,0.02
2716,Wii,2014,Sports,0.76
2720,X360,2014,Role-Playing,0.76
5911,PC,2014,Sports,0.3
4959,PS3,2014,Sports,0.39
2486,PSV,2014,Shooter,0.83
12405,3DS,2014,Simulation,0.06
2265,PS3,2014,Action,0.92
1413,PS3,2014,Action,1.37
2238,X360,2014,Action,0.93
4782,3DS,2014,Simulation,0.4
11978,3DS,2014,Adventure,0.07
236,PS4,2014,Action,4.55
4786,PSV,2014,Misc,0.4
3181,PS3,2014,Action,0.64
13598,3DS,2014,Action,0.04
5215,PC,2014,Action,0.36
16470,PSV,2014,Misc,0.01
2263,PS4,2014,Action,0.92
4800,PS3,2014,Action,0.4
13103,PC,2014,Action,0.05
244,PS3,2014,Shooter,4.45
12017,3DS,2014,Puzzle,0.07
6923,PS4,2014,Action,0.24
15193,PS3,2014,Simulation,0.02
6891,PS4,2014,Action,0.24
2292,XOne,2014,Role-Playing,0.91
6890,3DS,2014,Action,0.24
4814,XOne,2014,Misc,0.4
12046,PS3,2014,Shooter,0.07
4816,XOne,2014,Sports,0.4
12058,XOne,2014,Action,0.07
7025,WiiU,2014,Action,0.23
11937,PSV,2014,Adventure,0.07
5502,PS3,2014,Fighting,0.33
7040,X360,2014,Fighting,0.23
13000,PS3,2014,Role-Playing,0.05
7222,X360,2014,Adventure,0.22
7216,PS3,2014,Adventure,0.22
15284,PS3,2014,Sports,0.02
7202,PS3,2014,Action,0.22
16216,PSP,2014,Action,0.01
219,PS3,2014,Sports,4.82
11844,XOne,2014,Adventure,0.07
4732,PSV,2014,Action,0.41
4740,PC,2014,Shooter,0.41
2177,X360,2014,Role-Playing,0.95
16380,3DS,2014,Action,0.01
15253,PSV,2014,Misc,0.02
15252,PS3,2014,Adventure,0.02
7130,PS3,2014,Role-Playing,0.23
11885,X360,2014,Misc,0.07
2192,X360,2014,Action,0.95
5488,WiiU,2014,Action,0.33
11905,WiiU,2014,Adventure,0.07
13624,PSV,2014,Adventure,0.04
643,XOne,2014,Misc,2.41
7057,PS4,2014,Sports,0.23
3187,X360,2014,Misc,0.63
12070,3DS,2014,Action,0.07
2868,3DS,2014,Role-Playing,0.71
6445,X360,2014,Racing,0.26
2443,PS3,2014,Sports,0.85
13524,PS3,2014,Puzzle,0.04
3128,PS3,2014,Role-Playing,0.65
12310,PSV,2014,Action,0.06
2427,X360,2014,Racing,0.85
6553,X360,2014,Racing,0.26
6552,PS3,2014,Action,0.26
12332,PC,2014,Action,0.06
6536,X360,2014,Action,0.26
12339,PSV,2014,Action,0.06
6531,PS3,2014,Action,0.26
12345,X360,2014,Adventure,0.06
12359,3DS,2014,Action,0.06
12082,PS3,2014,Action,0.07
6508,3DS,2014,Action,0.26
2452,PS4,2014,Action,0.84
12368,3DS,2014,Action,0.06
13520,PSV,2014,Action,0.04
449,X360,2014,Sports,3.11
6471,PSV,2014,Fighting,0.26
280,PS4,2014,Action,4.14
16443,PSP,2014,Adventure,0.01
6459,PSV,2014,Misc,0.26
2475,PSV,2014,Sports,0.84
3111,PS4,2014,Sports,0.65
12287,PSV,2014,Action,0.06
3136,XOne,2014,Role-Playing,0.64
12264,PC,2014,Action,0.06
6630,PS3,2014,Misc,0.25
12097,PSV,2014,Sports,0.07
2315,PC,2014,Role-Playing,0.9
257,X360,2014,Shooter,4.31
6793,PSV,2014,Adventure,0.24
13092,PSV,2014,Role-Playing,0.05
6778,XOne,2014,Racing,0.24
4852,WiiU,2014,Sports,0.4
6764,3DS,2014,Adventure,0.25
12145,3DS,2014,Role-Playing,0.07
16453,3DS,2014,Action,0.01
12167,3DS,2014,Action,0.07
12182,WiiU,2014,Action,0.07
16451,PS3,2014,Adventure,0.01
12193,PSV,2014,Role-Playing,0.07
15145,PC,2014,Role-Playing,0.02
12216,WiiU,2014,Action,0.07
16215,PS3,2014,Action,0.01
12218,3DS,2014,Strategy,0.07
15140,PSV,2014,Misc,0.02
12227,PC,2014,Sports,0.07
15138,PC,2014,Shooter,0.02
12235,3DS,2014,Adventure,0.07
